method,p,rep,rho,rho_tilde,dataset,tier,method_class
Mahalanobis,0.01,6,0.0,-0.08571428571428573,breastw,T1,IV
Mahalanobis,0.01,7,1.0,0.8285714285714287,breastw,T1,IV
Mahalanobis,0.01,8,0.0,-0.3142857142857143,breastw,T1,IV
Mahalanobis,0.01,9,0.0,0.7714285714285715,breastw,T1,IV
Mahalanobis,0.01,10,0.0,0.8116794499134278,breastw,T1,IV
Mahalanobis,0.01,11,0.0,-0.23190841426097936,breastw,T1,IV
Mahalanobis,0.01,12,0.0,-0.6,breastw,T1,IV
Mahalanobis,0.01,13,0.0,-0.2571428571428572,breastw,T1,IV
Mahalanobis,0.01,14,0.0,0.4285714285714286,breastw,T1,IV
Mahalanobis,0.01,15,0.0,-0.4285714285714286,breastw,T1,IV
Mahalanobis,0.01,16,1.0,0.9276336570439174,breastw,T1,IV
Mahalanobis,0.01,17,0.0,0.6,breastw,T1,IV
Mahalanobis,0.01,18,1.0,0.6,breastw,T1,IV
Mahalanobis,0.01,19,1.0,0.8285714285714287,breastw,T1,IV
Mahalanobis,0.05,0,0.3333333333333333,0.954667144122399,breastw,T1,IV
Mahalanobis,0.05,1,0.3333333333333333,0.9002827259414741,breastw,T1,IV
Mahalanobis,0.05,2,1.0,0.958795224358652,breastw,T1,IV
Mahalanobis,0.05,3,0.6666666666666666,0.8823349633251834,breastw,T1,IV
Mahalanobis,0.05,4,0.6666666666666666,0.9407181054239878,breastw,T1,IV
Mahalanobis,0.05,5,0.6666666666666666,0.8187459830847436,breastw,T1,IV
Mahalanobis,0.05,6,0.6666666666666666,0.9146220312584726,breastw,T1,IV
Mahalanobis,0.05,7,0.6666666666666666,0.9736419922983528,breastw,T1,IV
Mahalanobis,0.05,8,0.6666666666666666,0.9440538061754814,breastw,T1,IV
Mahalanobis,0.05,9,0.3333333333333333,0.9467329030321946,breastw,T1,IV
Mahalanobis,0.05,10,0.6666666666666666,0.9664552863389808,breastw,T1,IV
Mahalanobis,0.05,11,0.6666666666666666,0.9547469805840085,breastw,T1,IV
Mahalanobis,0.05,12,0.6666666666666666,0.9413202933985331,breastw,T1,IV
Mahalanobis,0.05,13,1.0,0.9073806271705124,breastw,T1,IV
Mahalanobis,0.05,14,0.6666666666666666,0.9273102743220679,breastw,T1,IV
Mahalanobis,0.05,15,0.6666666666666666,0.9394957983193276,breastw,T1,IV
Mahalanobis,0.05,16,1.0,0.8936821276358694,breastw,T1,IV
Mahalanobis,0.05,17,0.6666666666666666,0.9678306744843583,breastw,T1,IV
Mahalanobis,0.05,18,0.3333333333333333,0.9403224601456271,breastw,T1,IV
Mahalanobis,0.05,19,0.3333333333333333,0.9156608097784569,breastw,T1,IV
Mahalanobis,0.1,0,1.0,0.9787632074206695,breastw,T1,IV
Mahalanobis,0.1,1,0.8333333333333334,0.9701291709155888,breastw,T1,IV
Mahalanobis,0.1,2,0.8333333333333334,0.9771486432969061,breastw,T1,IV
Mahalanobis,0.1,3,0.6666666666666666,0.9880403565738262,breastw,T1,IV
Mahalanobis,0.1,4,0.6666666666666666,0.9628470207023986,breastw,T1,IV
Mahalanobis,0.1,5,0.6666666666666666,0.9592606404909847,breastw,T1,IV
Mahalanobis,0.1,6,1.0,0.9903505678231563,breastw,T1,IV
Mahalanobis,0.1,7,1.0,0.9754556229428002,breastw,T1,IV
Mahalanobis,0.1,8,1.0,0.9595126243582979,breastw,T1,IV
Mahalanobis,0.1,9,0.8333333333333334,0.9844494307428807,breastw,T1,IV
Mahalanobis,0.1,10,0.8333333333333334,0.9574248758301793,breastw,T1,IV
Mahalanobis,0.1,11,0.8333333333333334,0.9731561570376247,breastw,T1,IV
Mahalanobis,0.1,12,0.6666666666666666,0.9753642903440513,breastw,T1,IV
Mahalanobis,0.1,13,0.8333333333333334,0.9737354464052789,breastw,T1,IV
Mahalanobis,0.1,14,0.6666666666666666,0.9667312824923642,breastw,T1,IV
Mahalanobis,0.1,15,0.8333333333333334,0.9731205382985524,breastw,T1,IV
Mahalanobis,0.1,16,0.8333333333333334,0.9782678386484707,breastw,T1,IV
Mahalanobis,0.1,17,0.6666666666666666,0.974631112369863,breastw,T1,IV
Mahalanobis,0.1,18,0.6666666666666666,0.9758086980493802,breastw,T1,IV
Mahalanobis,0.1,19,0.6666666666666666,0.986995905755379,breastw,T1,IV
KMeans,0.01,0,0.0,-0.13093073414159545,breastw,T1,IV
KMeans,0.01,1,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,2,0.6666666666666666,0.8280786712108251,breastw,T1,IV
KMeans,0.01,3,0.5,0.8783100656536799,breastw,T1,IV
KMeans,0.01,4,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,5,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,6,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,7,1.0,0.8451542547285165,breastw,T1,IV
KMeans,0.01,8,0.0,0.39279220242478635,breastw,T1,IV
KMeans,0.01,9,0.0,-0.24688535993934707,breastw,T1,IV
KMeans,0.01,10,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,11,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,12,0.5,-0.37032803990902063,breastw,T1,IV
KMeans,0.01,13,0.0,-0.13093073414159545,breastw,T1,IV
KMeans,0.01,14,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,15,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,16,0.0,-0.9258200997725515,breastw,T1,IV
KMeans,0.01,17,0.0,-0.8783100656536799,breastw,T1,IV
KMeans,0.01,18,0.2857142857142857,,breastw,T1,IV
KMeans,0.01,19,0.2857142857142857,,breastw,T1,IV
KMeans,0.05,0,0.0,0.2552019703321879,breastw,T1,IV
KMeans,0.05,1,0.0,0.670029827292058,breastw,T1,IV
KMeans,0.05,2,0.0,0.4813710429402148,breastw,T1,IV
KMeans,0.05,3,0.0,0.1345771918120167,breastw,T1,IV
KMeans,0.05,4,0.2857142857142857,0.5113862381652954,breastw,T1,IV
KMeans,0.05,5,0.0,0.3287567328097966,breastw,T1,IV
KMeans,0.05,6,0.0,0.492161846787954,breastw,T1,IV
KMeans,0.05,7,0.3333333333333333,0.37878326441462096,breastw,T1,IV
KMeans,0.05,8,0.0,0.09901938362872294,breastw,T1,IV
KMeans,0.05,9,0.0,0.30367944659878315,breastw,T1,IV
KMeans,0.05,10,0.3333333333333333,0.3419000541194265,breastw,T1,IV
KMeans,0.05,11,0.3333333333333333,0.3994189263265752,breastw,T1,IV
KMeans,0.05,12,0.3333333333333333,0.44548024887445203,breastw,T1,IV
KMeans,0.05,13,0.0,0.13065793102608092,breastw,T1,IV
KMeans,0.05,14,0.0,0.39834849875591044,breastw,T1,IV
KMeans,0.05,15,0.0,0.3870721316587076,breastw,T1,IV
KMeans,0.05,16,0.0,0.01149338703423908,breastw,T1,IV
KMeans,0.05,17,0.0,0.4214952039256861,breastw,T1,IV
KMeans,0.05,18,0.2857142857142857,0.4496942369147793,breastw,T1,IV
KMeans,0.05,19,0.0,0.511119639913541,breastw,T1,IV
KMeans,0.1,0,0.5,0.8163214660685312,breastw,T1,IV
KMeans,0.1,1,0.5,0.7460112866912746,breastw,T1,IV
KMeans,0.1,2,0.5,0.8083509937568014,breastw,T1,IV
KMeans,0.1,3,0.16666666666666666,0.7815429260124889,breastw,T1,IV
KMeans,0.1,4,0.5,0.7763534942004279,breastw,T1,IV
KMeans,0.1,5,0.16666666666666666,0.7491263249718884,breastw,T1,IV
KMeans,0.1,6,0.5,0.8873235404006401,breastw,T1,IV
KMeans,0.1,7,0.3333333333333333,0.6807852424569426,breastw,T1,IV
KMeans,0.1,8,0.3333333333333333,0.8074484339190222,breastw,T1,IV
KMeans,0.1,9,0.3333333333333333,0.673890214797136,breastw,T1,IV
KMeans,0.1,10,0.3333333333333333,0.7973116175528262,breastw,T1,IV
KMeans,0.1,11,0.3333333333333333,0.85745107398568,breastw,T1,IV
KMeans,0.1,12,0.3333333333333333,0.8553856732600961,breastw,T1,IV
KMeans,0.1,13,0.5,0.9438802779262427,breastw,T1,IV
KMeans,0.1,14,0.5,0.856204407439942,breastw,T1,IV
KMeans,0.1,15,0.5,0.6713511114756856,breastw,T1,IV
KMeans,0.1,16,0.6666666666666666,0.6729554338887695,breastw,T1,IV
KMeans,0.1,17,0.6666666666666666,0.9581169822846669,breastw,T1,IV
KMeans,0.1,18,0.0,0.61994459833795,breastw,T1,IV
KMeans,0.1,19,0.3333333333333333,0.8330977577254152,breastw,T1,IV
EIF,0.01,0,0.0,0.8857142857142858,breastw,T1,III
EIF,0.01,1,0.0,0.7714285714285715,breastw,T1,III
EIF,0.01,2,0.0,0.7142857142857143,breastw,T1,III
EIF,0.01,3,1.0,0.6,breastw,T1,III
EIF,0.01,4,0.0,0.6,breastw,T1,III
EIF,0.01,5,0.0,0.8857142857142858,breastw,T1,III
EIF,0.01,6,1.0,0.8285714285714287,breastw,T1,III
EIF,0.01,7,0.0,0.942857142857143,breastw,T1,III
EIF,0.01,8,0.0,0.7142857142857143,breastw,T1,III
EIF,0.01,9,0.0,0.8285714285714287,breastw,T1,III
EIF,0.01,10,1.0,0.4285714285714286,breastw,T1,III
EIF,0.01,11,1.0,0.6571428571428573,breastw,T1,III
EIF,0.01,12,0.0,-0.08571428571428573,breastw,T1,III
EIF,0.01,13,1.0,0.942857142857143,breastw,T1,III
EIF,0.01,14,1.0,0.8857142857142858,breastw,T1,III
EIF,0.01,15,1.0,0.7714285714285715,breastw,T1,III
EIF,0.01,16,1.0,1.0,breastw,T1,III
EIF,0.01,17,0.0,0.8857142857142858,breastw,T1,III
EIF,0.01,18,1.0,0.8285714285714287,breastw,T1,III
EIF,0.01,19,0.0,0.7142857142857143,breastw,T1,III
EIF,0.05,0,1.0,0.9471672395355308,breastw,T1,III
EIF,0.05,1,0.6666666666666666,0.9645422589026442,breastw,T1,III
EIF,0.05,2,1.0,0.9798945292480628,breastw,T1,III
EIF,0.05,3,1.0,0.9281784841075794,breastw,T1,III
EIF,0.05,4,0.6666666666666666,0.9370511841100074,breastw,T1,III
EIF,0.05,5,0.0,0.8546487419597638,breastw,T1,III
EIF,0.05,6,0.5714285714285714,0.9483259440452528,breastw,T1,III
EIF,0.05,7,0.3333333333333333,0.9737163814180929,breastw,T1,III
EIF,0.05,8,1.0,0.980053499231907,breastw,T1,III
EIF,0.05,9,0.5714285714285714,0.9834912870681748,breastw,T1,III
EIF,0.05,10,1.0,0.9871598899419136,breastw,T1,III
EIF,0.05,11,0.0,0.8833015134713044,breastw,T1,III
EIF,0.05,12,0.6666666666666666,0.908924205378973,breastw,T1,III
EIF,0.05,13,1.0,0.9559363636977581,breastw,T1,III
EIF,0.05,14,0.8571428571428571,0.9651535992663918,breastw,T1,III
EIF,0.05,15,0.3333333333333333,0.9559969442322382,breastw,T1,III
EIF,0.05,16,1.0,0.9229828158823244,breastw,T1,III
EIF,0.05,17,0.5714285714285714,0.9844108207244385,breastw,T1,III
EIF,0.05,18,0.3333333333333333,0.9694329818126244,breastw,T1,III
EIF,0.05,19,0.6666666666666666,0.9581359816653934,breastw,T1,III
EIF,0.1,0,1.0,0.9671003029553127,breastw,T1,III
EIF,0.1,1,0.8333333333333334,0.9554458789049268,breastw,T1,III
EIF,0.1,2,0.5,0.969663995481185,breastw,T1,III
EIF,0.1,3,0.6666666666666666,0.9792778264344917,breastw,T1,III
EIF,0.1,4,0.9333333333333333,0.9707497584152865,breastw,T1,III
EIF,0.1,5,0.6666666666666666,0.9661940978514407,breastw,T1,III
EIF,0.1,6,0.6666666666666666,0.982676835083523,breastw,T1,III
EIF,0.1,7,1.0,0.9809522904240752,breastw,T1,III
EIF,0.1,8,1.0,0.965351977571052,breastw,T1,III
EIF,0.1,9,1.0,0.9672744630071598,breastw,T1,III
EIF,0.1,10,0.5,0.9755427016403061,breastw,T1,III
EIF,0.1,11,0.5,0.9852319269359711,breastw,T1,III
EIF,0.1,12,0.6666666666666666,0.9628335149486151,breastw,T1,III
EIF,0.1,13,0.3076923076923077,0.9707670434122491,breastw,T1,III
EIF,0.1,14,0.7692307692307693,0.9749670663670124,breastw,T1,III
EIF,0.1,15,0.5,0.9738655686703821,breastw,T1,III
EIF,0.1,16,0.47058823529411764,0.930281454962568,breastw,T1,III
EIF,0.1,17,0.6153846153846154,0.9467234253025132,breastw,T1,III
EIF,0.1,18,0.3333333333333333,0.9830952081680566,breastw,T1,III
EIF,0.1,19,0.375,0.9483907936204756,breastw,T1,III
ROD,0.01,0,0.0,0.48571428571428577,breastw,T1,IV
ROD,0.01,1,1.0,0.48571428571428577,breastw,T1,IV
ROD,0.01,2,0.0,-0.7714285714285715,breastw,T1,IV
ROD,0.01,3,1.0,0.48571428571428577,breastw,T1,IV
ROD,0.01,4,1.0,0.7714285714285715,breastw,T1,IV
ROD,0.01,5,1.0,0.5428571428571429,breastw,T1,IV
ROD,0.01,6,0.0,0.3714285714285715,breastw,T1,IV
ROD,0.01,7,1.0,0.028571428571428574,breastw,T1,IV
ROD,0.01,8,0.0,-0.942857142857143,breastw,T1,IV
ROD,0.01,9,0.0,-0.2,breastw,T1,IV
ROD,0.01,10,1.0,0.3142857142857143,breastw,T1,IV
ROD,0.01,11,0.0,0.6571428571428573,breastw,T1,IV
ROD,0.01,12,0.0,0.08571428571428573,breastw,T1,IV
ROD,0.01,13,0.0,-0.48571428571428577,breastw,T1,IV
ROD,0.01,14,0.0,0.6,breastw,T1,IV
ROD,0.01,15,1.0,0.6571428571428573,breastw,T1,IV
ROD,0.01,16,0.0,-0.6571428571428573,breastw,T1,IV
ROD,0.01,17,1.0,0.48571428571428577,breastw,T1,IV
ROD,0.01,18,0.0,-0.8285714285714287,breastw,T1,IV
ROD,0.01,19,0.0,0.6571428571428573,breastw,T1,IV
ROD,0.05,0,0.6666666666666666,0.9452431936371981,breastw,T1,IV
ROD,0.05,1,0.6666666666666666,0.8820113097967294,breastw,T1,IV
ROD,0.05,2,0.0,0.8620584187184583,breastw,T1,IV
ROD,0.05,3,0.0,0.9043398533007335,breastw,T1,IV
ROD,0.05,4,0.0,0.8355996944232237,breastw,T1,IV
ROD,0.05,5,0.3333333333333333,0.8356836296750461,breastw,T1,IV
ROD,0.05,6,0.6666666666666666,0.9116343066809355,breastw,T1,IV
ROD,0.05,7,0.3333333333333333,0.8737775061124694,breastw,T1,IV
ROD,0.05,8,0.0,0.8816875573219197,breastw,T1,IV
ROD,0.05,9,0.3333333333333333,0.8621216753286457,breastw,T1,IV
ROD,0.05,10,0.3333333333333333,0.8612045246102109,breastw,T1,IV
ROD,0.05,11,0.6666666666666666,0.8761657238954288,breastw,T1,IV
ROD,0.05,12,0.0,0.8740831295843522,breastw,T1,IV
ROD,0.05,13,0.3333333333333333,0.8016528925619835,breastw,T1,IV
ROD,0.05,14,0.3333333333333333,0.9146788990825687,breastw,T1,IV
ROD,0.05,15,0.0,0.8359052711993887,breastw,T1,IV
ROD,0.05,16,0.3333333333333333,0.9176866585067319,breastw,T1,IV
ROD,0.05,17,0.3333333333333333,0.8813999694329818,breastw,T1,IV
ROD,0.05,18,0.0,0.9159406999847167,breastw,T1,IV
ROD,0.05,19,0.3333333333333333,0.9159663865546219,breastw,T1,IV
ROD,0.1,0,0.5,0.8554166268970126,breastw,T1,IV
ROD,0.1,1,0.16666666666666666,0.8942122247894747,breastw,T1,IV
ROD,0.1,2,0.5,0.9016448216691042,breastw,T1,IV
ROD,0.1,3,0.3333333333333333,0.8890076743919667,breastw,T1,IV
ROD,0.1,4,0.16666666666666666,0.8640991842894534,breastw,T1,IV
ROD,0.1,5,0.3333333333333333,0.9013100103120346,breastw,T1,IV
ROD,0.1,6,0.5,0.8826381597785627,breastw,T1,IV
ROD,0.1,7,0.6666666666666666,0.9478297401035003,breastw,T1,IV
ROD,0.1,8,0.5,0.8850267379679144,breastw,T1,IV
ROD,0.1,9,0.6666666666666666,0.913470167064439,breastw,T1,IV
ROD,0.1,10,0.0,0.9264138694772215,breastw,T1,IV
ROD,0.1,11,0.3333333333333333,0.9074367541766108,breastw,T1,IV
ROD,0.1,12,0.5,0.8699314322822166,breastw,T1,IV
ROD,0.1,13,0.16666666666666666,0.8628311827135985,breastw,T1,IV
ROD,0.1,14,0.3333333333333333,0.9414887522438226,breastw,T1,IV
ROD,0.1,15,0.5,0.9138984345169914,breastw,T1,IV
ROD,0.1,16,0.16666666666666666,0.8913143206667176,breastw,T1,IV
ROD,0.1,17,0.3333333333333333,0.8736637141111787,breastw,T1,IV
ROD,0.1,18,0.5,0.9042506447607219,breastw,T1,IV
ROD,0.1,19,0.3333333333333333,0.919358227485436,breastw,T1,IV
ABOD,0.01,0,0.0,0.4285714285714286,breastw,T1,IV
ABOD,0.01,1,0.0,0.08571428571428573,breastw,T1,IV
ABOD,0.01,2,0.0,-0.4285714285714286,breastw,T1,IV
ABOD,0.01,3,0.0,-0.33394720739540396,breastw,T1,IV
ABOD,0.01,4,0.0,0.11595420713048969,breastw,T1,IV
ABOD,0.01,5,0.0,-0.057977103565244846,breastw,T1,IV
ABOD,0.01,6,0.0,-0.33394720739540396,breastw,T1,IV
ABOD,0.01,7,0.0,0.5428571428571429,breastw,T1,IV
ABOD,0.01,8,0.0,0.028571428571428574,breastw,T1,IV
ABOD,0.01,9,0.0,-0.028571428571428574,breastw,T1,IV
ABOD,0.01,10,0.0,-0.4285714285714286,breastw,T1,IV
ABOD,0.01,11,0.0,0.6087595874350709,breastw,T1,IV
ABOD,0.01,12,1.0,0.6,breastw,T1,IV
ABOD,0.01,13,0.0,-0.46381682852195877,breastw,T1,IV
ABOD,0.01,14,0.4,0.33806170189140666,breastw,T1,IV
ABOD,0.01,15,0.0,0.057977103565244846,breastw,T1,IV
ABOD,0.01,16,0.0,0.11595420713048969,breastw,T1,IV
ABOD,0.01,17,0.0,-0.057977103565244846,breastw,T1,IV
ABOD,0.01,18,0.0,-0.057977103565244846,breastw,T1,IV
ABOD,0.01,19,0.0,-0.8196885999705371,breastw,T1,IV
ABOD,0.05,0,0.0,-0.27872360204424906,breastw,T1,IV
ABOD,0.05,1,0.0,-0.3572295107342099,breastw,T1,IV
ABOD,0.05,2,0.0,0.021802722475528846,breastw,T1,IV
ABOD,0.05,3,0.0,0.19535200422052124,breastw,T1,IV
ABOD,0.05,4,0.0,-0.2786549492873521,breastw,T1,IV
ABOD,0.05,5,0.0,0.1568603562302735,breastw,T1,IV
ABOD,0.05,6,0.0,-0.09061017333988879,breastw,T1,IV
ABOD,0.05,7,0.0,-0.07812538965594666,breastw,T1,IV
ABOD,0.05,8,0.0,-0.35488299462158446,breastw,T1,IV
ABOD,0.05,9,0.0,-0.06093212856879581,breastw,T1,IV
ABOD,0.05,10,0.0,-0.24680954229093324,breastw,T1,IV
ABOD,0.05,11,0.0,-0.30535896986736877,breastw,T1,IV
ABOD,0.05,12,0.0,0.33152465525510627,breastw,T1,IV
ABOD,0.05,13,0.0,-0.6399091151811896,breastw,T1,IV
ABOD,0.05,14,0.0,-0.061555464289751574,breastw,T1,IV
ABOD,0.05,15,0.0,-0.034832299399351355,breastw,T1,IV
ABOD,0.05,16,0.0,-0.44976147310338466,breastw,T1,IV
ABOD,0.05,17,0.0,-0.5763478439145993,breastw,T1,IV
ABOD,0.05,18,0.0,-0.4540595682970611,breastw,T1,IV
ABOD,0.05,19,0.0,-0.186144648364547,breastw,T1,IV
ABOD,0.1,0,0.0,-0.12636480513064394,breastw,T1,IV
ABOD,0.1,1,0.0,-0.2666892160530258,breastw,T1,IV
ABOD,0.1,2,0.0,-0.27025421732579097,breastw,T1,IV
ABOD,0.1,3,0.0,-0.21006245824507602,breastw,T1,IV
ABOD,0.1,4,0.0,-0.5213565472731341,breastw,T1,IV
ABOD,0.1,5,0.0,-0.16045426184830797,breastw,T1,IV
ABOD,0.1,6,0.0,-0.28438999647649565,breastw,T1,IV
ABOD,0.1,7,0.0,-0.417533163260624,breastw,T1,IV
ABOD,0.1,8,0.0,-0.2050828090955885,breastw,T1,IV
ABOD,0.1,9,0.0,-0.3141877524894009,breastw,T1,IV
ABOD,0.1,10,0.0,-0.20554315136661766,breastw,T1,IV
ABOD,0.1,11,0.0,-0.23157489556806218,breastw,T1,IV
ABOD,0.1,12,0.0,-0.370863451974075,breastw,T1,IV
ABOD,0.1,13,0.0,0.18877059062655357,breastw,T1,IV
ABOD,0.1,14,0.0,-0.4485547698491602,breastw,T1,IV
ABOD,0.1,15,0.0,-0.3796267749513456,breastw,T1,IV
ABOD,0.1,16,0.0,-0.6265964397119121,breastw,T1,IV
ABOD,0.1,17,0.0,-0.18836839546208195,breastw,T1,IV
ABOD,0.1,18,0.0,-0.47132780113433104,breastw,T1,IV
ABOD,0.1,19,0.0,-0.2742363615721906,breastw,T1,IV
FeatureBagging,0.01,0,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.01,1,0.3333333333333333,0.39279220242478635,breastw,T1,IV
FeatureBagging,0.01,2,0.0,-0.46291004988627577,breastw,T1,IV
FeatureBagging,0.01,3,0.0,-0.26568446566202863,breastw,T1,IV
FeatureBagging,0.01,4,0.4,-0.20701966780270628,breastw,T1,IV
FeatureBagging,0.01,5,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.01,6,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.01,7,0.0,-0.3188740696088466,breastw,T1,IV
FeatureBagging,0.01,8,0.4,0.8280786712108251,breastw,T1,IV
FeatureBagging,0.01,9,0.0,-0.05797710356524484,breastw,T1,IV
FeatureBagging,0.01,10,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.01,11,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.01,12,0.0,0.5590653920196746,breastw,T1,IV
FeatureBagging,0.01,13,0.0,-0.39279220242478635,breastw,T1,IV
FeatureBagging,0.01,14,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.01,15,0.0,0.13093073414159545,breastw,T1,IV
FeatureBagging,0.01,16,0.0,0.03429971702850177,breastw,T1,IV
FeatureBagging,0.01,17,1.0,0.6642111641550715,breastw,T1,IV
FeatureBagging,0.01,18,0.0,-0.27322953332351235,breastw,T1,IV
FeatureBagging,0.01,19,0.2857142857142857,,breastw,T1,IV
FeatureBagging,0.05,0,0.0,-0.3367637142530558,breastw,T1,IV
FeatureBagging,0.05,1,0.0,-0.15075006648326933,breastw,T1,IV
FeatureBagging,0.05,2,0.0,-0.43927411834025865,breastw,T1,IV
FeatureBagging,0.05,3,0.0,-0.4845613188839179,breastw,T1,IV
FeatureBagging,0.05,4,0.0,-0.20797111086129566,breastw,T1,IV
FeatureBagging,0.05,5,0.0,-0.25290255524742855,breastw,T1,IV
FeatureBagging,0.05,6,0.0,0.054693343315713745,breastw,T1,IV
FeatureBagging,0.05,7,0.0,-0.4148895622337772,breastw,T1,IV
FeatureBagging,0.05,8,0.0,0.01210639070498956,breastw,T1,IV
FeatureBagging,0.05,9,0.0,-0.1330989231282453,breastw,T1,IV
FeatureBagging,0.05,10,0.0,0.05971797127668678,breastw,T1,IV
FeatureBagging,0.05,11,0.0,-0.0982225234656678,breastw,T1,IV
FeatureBagging,0.05,12,0.0,-0.4122277525232926,breastw,T1,IV
FeatureBagging,0.05,13,0.0,0.2162366500128382,breastw,T1,IV
FeatureBagging,0.05,14,0.0,-0.356594538159417,breastw,T1,IV
FeatureBagging,0.05,15,0.0,-0.3541507787256516,breastw,T1,IV
FeatureBagging,0.05,16,0.0,-0.1110262100017999,breastw,T1,IV
FeatureBagging,0.05,17,0.0,-0.09870364972147196,breastw,T1,IV
FeatureBagging,0.05,18,0.0,0.027126518335304918,breastw,T1,IV
FeatureBagging,0.05,19,0.0,-0.647310521005245,breastw,T1,IV
FeatureBagging,0.1,0,0.16666666666666666,0.0235631096165308,breastw,T1,IV
FeatureBagging,0.1,1,0.0,0.3508128378715371,breastw,T1,IV
FeatureBagging,0.1,2,0.3333333333333333,0.7392933442656195,breastw,T1,IV
FeatureBagging,0.1,3,0.0,-0.05726073575202255,breastw,T1,IV
FeatureBagging,0.1,4,0.3333333333333333,0.7288000473404534,breastw,T1,IV
FeatureBagging,0.1,5,0.15384615384615385,0.33092426769506506,breastw,T1,IV
FeatureBagging,0.1,6,0.0,0.5321957662609387,breastw,T1,IV
FeatureBagging,0.1,7,0.16666666666666666,0.4591453534913006,breastw,T1,IV
FeatureBagging,0.1,8,0.5,0.45533955380818153,breastw,T1,IV
FeatureBagging,0.1,9,0.16666666666666666,0.8776838840264325,breastw,T1,IV
FeatureBagging,0.1,10,0.16666666666666666,0.6254220528659127,breastw,T1,IV
FeatureBagging,0.1,11,0.0,0.520064556560592,breastw,T1,IV
FeatureBagging,0.1,12,0.16666666666666666,0.5052681024137486,breastw,T1,IV
FeatureBagging,0.1,13,0.0,0.24588333403653834,breastw,T1,IV
FeatureBagging,0.1,14,0.0,0.676517910831176,breastw,T1,IV
FeatureBagging,0.1,15,0.16666666666666666,0.5833392924786283,breastw,T1,IV
FeatureBagging,0.1,16,0.16666666666666666,0.5183932925263957,breastw,T1,IV
FeatureBagging,0.1,17,0.3333333333333333,0.5361405558405052,breastw,T1,IV
FeatureBagging,0.1,18,0.0,0.6363415449105754,breastw,T1,IV
FeatureBagging,0.1,19,0.0,0.7438323885535374,breastw,T1,IV
ADOD,0.01,0,0.0,0.4928053803045812,breastw,T1,IV
ADOD,0.01,1,0.0,-0.3142857142857143,breastw,T1,IV
ADOD,0.01,2,0.0,-0.028571428571428574,breastw,T1,IV
ADOD,0.01,3,0.0,0.753702346348183,breastw,T1,IV
ADOD,0.01,4,0.0,0.14285714285714288,breastw,T1,IV
ADOD,0.01,5,0.0,-0.7142857142857143,breastw,T1,IV
ADOD,0.01,6,0.0,0.6,breastw,T1,IV
ADOD,0.01,7,0.0,0.4285714285714286,breastw,T1,IV
ADOD,0.01,8,0.0,-0.48571428571428577,breastw,T1,IV
ADOD,0.01,9,0.0,-0.14285714285714288,breastw,T1,IV
ADOD,0.01,10,0.0,-0.8285714285714287,breastw,T1,IV
ADOD,0.01,11,1.0,0.14285714285714288,breastw,T1,IV
ADOD,0.01,12,0.0,0.4285714285714286,breastw,T1,IV
ADOD,0.01,13,0.0,-0.14285714285714288,breastw,T1,IV
ADOD,0.01,14,0.0,-0.3714285714285715,breastw,T1,IV
ADOD,0.01,15,0.0,0.5428571428571429,breastw,T1,IV
ADOD,0.01,16,0.0,0.6,breastw,T1,IV
ADOD,0.01,17,0.0,-0.2571428571428572,breastw,T1,IV
ADOD,0.01,18,0.0,0.6,breastw,T1,IV
ADOD,0.01,19,0.0,0.14285714285714288,breastw,T1,IV
ADOD,0.05,0,0.2857142857142857,0.3024554504789637,breastw,T1,IV
ADOD,0.05,1,0.3333333333333333,0.1560446278465536,breastw,T1,IV
ADOD,0.05,2,0.3333333333333333,0.2534026609573329,breastw,T1,IV
ADOD,0.05,3,0.0,0.33710268948655253,breastw,T1,IV
ADOD,0.05,4,0.0,0.25989304812834224,breastw,T1,IV
ADOD,0.05,5,1.0,-0.023605150214592276,breastw,T1,IV
ADOD,0.05,6,0.4444444444444444,0.3125287413911025,breastw,T1,IV
ADOD,0.05,7,0.3333333333333333,0.5192542787286063,breastw,T1,IV
ADOD,0.05,8,0.0,-0.03943748089269336,breastw,T1,IV
ADOD,0.05,9,0.0,-0.005197187404463466,breastw,T1,IV
ADOD,0.05,10,0.3333333333333333,0.5278605839771864,breastw,T1,IV
ADOD,0.05,11,0.3333333333333333,0.4768384039137746,breastw,T1,IV
ADOD,0.05,12,0.3333333333333333,0.335880195599022,breastw,T1,IV
ADOD,0.05,13,0.0,-0.05953929764125135,breastw,T1,IV
ADOD,0.05,14,0.3333333333333333,0.2608562691131498,breastw,T1,IV
